tanggal,tn,tx,tavg,rh_avg,rr,source_file,month,day_of_year,rain3,rain3_valid_days,rain7,rain7_valid_days,rain14,rain14_valid_days,temp_range,rainfall_anomaly,score_rr,score_rain3,score_rain7,score_rain14,score_rh_avg,score_temp_range,fri,risk_level,confidence
2025-06-28,23.2,33.0,26.9,75.0,0.0,laporan_iklim_harian-juni-2025.xlsx,6,179,0.0,3,3.0000000000000284,7,60.400000000000006,13,9.8,21.012269938650302,0.0,0.0,4.7244094488189345,30.157480314960633,21.42857142857143,35.00000000000008,12.18869516310463,Low,0.9761904761904763
2025-06-29,22.3,32.0,26.9,77.0,7.0,laporan_iklim_harian-juni-2025.xlsx,6,180,7.000000000000028,3,10.000000000000028,7,67.4,13,9.7,69.93865030674846,22.666666666666668,35.162601626016276,15.74803149606301,33.83202099737533,25.0,37.500000000000114,27.819593816016926,Low,0.9761904761904763
2025-06-30,22.6,33.3,28.0,78.0,0.0,laporan_iklim_harian-juni-2025.xlsx,6,181,7.000000000000028,3,7.000000000000028,7,67.4,14,10.699999999999996,21.012269938650302,0.0,35.162601626016276,11.023622047244121,33.83202099737533,31.25,22.222222222222268,20.090099065360743,Low,1.0
2025-07-01,24.4,35.0,28.7,76.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,182,7.000000000000028,3,7.000000000000028,7,10.2,14,10.6,21.012269938650302,0.0,35.162601626016276,11.023622047244121,5.002476473501734,23.214285714285715,22.777777777777803,16.085120803449573,Low,1.0
2025-07-02,24.4,32.6,27.5,81.0,,laporan_iklim_harian-juli-2025.xlsx,7,183,0.0,2,7.000000000000028,6,10.0,13,8.200000000000003,,,0.0,11.023622047244121,4.9034175334323935,50.0,70.83333333333329,27.025180080573136,Low,0.6130952380952381
2025-07-03,24.7,33.0,28.6,82.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,184,0.0,2,7.000000000000028,6,10.0,13,8.3,21.012269938650302,0.0,0.0,11.023622047244121,4.9034175334323935,55.0,68.75,20.70638506042986,Low,0.8174603174603176
2025-07-04,23.8,31.9,26.3,88.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,185,0.0,2,7.000000000000028,6,10.0,13,8.099999999999998,21.012269938650302,0.0,0.0,11.023622047244121,4.9034175334323935,79.16666666666667,72.91666666666671,24.956385060429866,Low,0.8174603174603176
2025-07-05,23.5,30.1,25.8,91.0,3.7,laporan_iklim_harian-juli-2025.xlsx,7,186,3.7000000000000286,3,10.700000000000028,6,13.7,13,6.600000000000001,65.33742331288343,14.8,28.455284552845555,16.850393700787418,6.7360079247152065,85.41666666666667,82.14285714285714,37.72614532958732,Medium,0.9285714285714285
2025-07-06,23.6,34.9,26.9,81.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,187,3.7000000000000286,3,3.7000000000000286,6,13.7,13,11.299999999999995,21.012269938650302,0.0,28.455284552845555,5.826771653543343,6.7360079247152065,50.0,18.888888888888932,17.572006784405474,Low,0.9285714285714285
2025-07-07,23.2,34.2,26.8,78.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,188,3.7000000000000286,3,3.7000000000000286,6,10.7,13,11.000000000000004,21.012269938650302,0.0,28.455284552845555,5.826771653543343,5.250123823675088,31.25,20.555555555555557,14.860918374301455,Low,0.9285714285714285
2025-07-08,23.1,34.0,27.9,76.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,189,0.0,3,3.7000000000000286,6,10.7,13,10.9,21.012269938650302,0.0,0.0,5.826771653543343,5.250123823675088,23.214285714285715,21.11111111111113,8.047837654208537,Low,0.9285714285714285
2025-07-09,22.4,32.7,27.5,76.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,190,0.0,3,3.7000000000000286,7,10.7,13,10.300000000000004,21.012269938650302,0.0,0.0,5.826771653543343,5.250123823675088,23.214285714285715,24.444444444444446,8.547837654208536,Low,0.9761904761904763
2025-07-10,23.6,35.2,29.1,68.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,191,0.0,3,3.7000000000000286,7,10.7,13,11.6,21.012269938650302,0.0,0.0,5.826771653543343,5.250123823675088,8.928571428571429,17.22222222222224,5.32164717801806,Low,0.9761904761904763
2025-07-11,24.9,34.6,28.5,71.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,192,0.0,3,3.7000000000000286,7,10.7,13,9.700000000000005,21.012269938650302,0.0,0.0,5.826771653543343,5.250123823675088,14.285714285714286,37.49999999999998,9.166885273256149,Low,0.9761904761904763
2025-07-12,25.0,34.0,27.6,82.0,0.8,laporan_iklim_harian-juli-2025.xlsx,7,193,0.8000000000000285,3,0.8000000000000285,7,11.5,13,9.0,50.61349693251533,3.2,10.000000000000293,1.2598425196850822,5.646359583952453,55.0,54.166666666666714,19.928612336348074,Low,0.9761904761904763
2025-07-13,24.6,32.7,27.9,81.0,,laporan_iklim_harian-juli-2025.xlsx,7,194,0.8000000000000285,2,0.8000000000000285,6,4.500000000000001,12,8.100000000000001,,,10.000000000000293,1.2598425196850822,2.179296681525509,50.0,72.91666666666664,27.79254139480716,Low,0.5952380952380952
2025-07-14,22.8,33.0,26.5,82.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,195,0.8000000000000285,2,0.8000000000000285,6,4.5,12,10.2,21.012269938650302,0.0,10.000000000000293,1.2598425196850822,2.1792966815255084,55.0,25.00000000000013,14.40690604610539,Low,0.7936507936507936
2025-07-15,23.3,32.9,27.5,76.0,13.5,laporan_iklim_harian-juli-2025.xlsx,7,196,13.500000000000028,2,14.30000000000003,6,18.0,12,9.599999999999998,78.06748466257669,31.333333333333332,48.3739837398374,22.51968503937009,8.865775136206043,23.214285714285715,40.00000000000014,31.25480320796981,Low,0.7936507936507936
2025-07-16,23.4,34.8,28.7,73.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,197,13.500000000000028,3,14.30000000000003,6,18.0,13,11.4,21.012269938650302,0.0,48.3739837398374,22.51968503937009,8.865775136206043,17.857142857142858,18.33333333333335,19.36789844606503,Low,0.9285714285714285
2025-07-17,23.6,34.9,28.5,67.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,198,13.500000000000028,3,14.30000000000003,6,18.0,13,11.299999999999995,21.012269938650302,0.0,48.3739837398374,22.51968503937009,8.865775136206043,7.142857142857143,18.888888888888932,17.84408892225551,Low,0.9285714285714285
2025-07-18,23.2,37.0,29.0,69.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,199,0.0,3,14.30000000000003,6,18.0,13,13.8,21.012269938650302,0.0,0.0,22.51968503937009,8.865775136206043,10.714285714285715,4.9999999999999964,6.621673126668974,Low,0.9285714285714285
2025-07-19,22.9,35.7,28.9,67.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,200,0.0,3,13.500000000000028,6,14.3,13,12.800000000000004,21.012269938650302,0.0,0.0,21.259842519685048,7.033184744923231,7.142857142857143,10.55555555555554,6.547056757206983,Low,0.9285714285714285
2025-07-20,22.7,35.6,28.4,67.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,201,0.0,3,13.500000000000028,7,14.3,13,12.900000000000002,21.012269938650302,0.0,0.0,21.259842519685048,7.033184744923231,7.142857142857143,9.999999999999995,6.463723423873651,Low,0.9761904761904763
2025-07-21,24.6,34.4,29.3,70.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,202,0.0,3,13.500000000000028,7,14.3,13,9.799999999999995,21.012269938650302,0.0,0.0,21.259842519685048,7.033184744923231,12.5,35.00000000000021,11.017294852445112,Low,0.9761904761904763
2025-07-22,25.2,32.8,28.7,77.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,203,0.0,3,0.0,7,14.3,13,7.599999999999998,21.012269938650302,0.0,0.0,0.0,7.033184744923231,25.0,77.04081632653063,16.009440923471917,Low,0.9761904761904763
2025-07-23,23.6,34.5,27.6,79.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,204,0.0,3,0.0,7,14.3,13,10.9,21.012269938650302,0.0,0.0,0.0,7.033184744923231,37.5,21.11111111111113,9.494985141158992,Low,0.9761904761904763
2025-07-24,24.1,34.5,28.9,76.0,,laporan_iklim_harian-juli-2025.xlsx,7,205,0.0,2,0.0,6,14.3,12,10.4,,,0.0,0.0,7.033184744923231,23.214285714285715,23.88888888888891,10.358392886624689,Low,0.5952380952380952
2025-07-25,25.4,33.8,27.3,83.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,206,0.0,2,0.0,6,14.3,12,8.399999999999999,21.012269938650302,0.0,0.0,0.0,7.033184744923231,60.0,66.66666666666671,19.70331847449233,Low,0.7936507936507936
2025-07-26,23.8,33.8,27.0,84.0,2.7,laporan_iklim_harian-juli-2025.xlsx,7,207,2.7000000000000286,2,2.7000000000000286,6,16.2,12,9.999999999999996,61.579754601227,10.8,26.422764227642308,4.251968503937046,7.974244675581971,65.0,30.000000000000195,23.669772588677247,Low,0.7936507936507936
2025-07-27,23.9,34.3,28.0,79.0,0.0,laporan_iklim_harian-juli-2025.xlsx,7,208,2.7000000000000286,3,2.7000000000000286,6,16.2,13,10.4,21.012269938650302,0.0,26.422764227642308,4.251968503937046,7.974244675581971,37.5,23.88888888888891,15.928105922010552,Low,0.9285714285714285
2025-07-28,23.6,33.6,28.0,81.0,9.6,laporan_iklim_harian-juli-2025.xlsx,7,209,12.30000000000003,3,12.30000000000003,6,25.8,13,10.0,73.46625766871165,26.133333333333333,45.9349593495935,19.370078740157496,12.729073798910353,50.0,30.000000000000107,31.898744394166705,Low,0.9285714285714285
2025-07-29,24.2,34.8,29.2,78.0,0.2,laporan_iklim_harian-juli-2025.xlsx,7,210,9.800000000000027,3,12.500000000000028,6,12.5,13,10.599999999999998,44.47852760736196,0.8,40.85365853658537,19.68503937007875,6.141654284299159,31.25,22.777777777777814,20.041819707925473,Low,0.9285714285714285
2025-07-30,24.8,31.9,26.7,87.0,35.6,laporan_iklim_harian-juli-2025.xlsx,7,211,45.40000000000003,3,48.10000000000003,6,48.1,13,7.099999999999998,90.87423312883436,55.6,75.93984962406014,50.643500643500644,23.774145616641906,77.08333333333333,79.59183673469389,62.5631850932054,Medium,0.9285714285714285
2025-07-31,22.8,33.2,27.5,80.0,0.3,laporan_iklim_harian-juli-2025.xlsx,7,212,36.10000000000002,3,48.40000000000003,7,48.4,13,10.400000000000002,46.08895705521473,1.2,70.6831119544592,50.836550836550835,23.922734026745918,43.75,23.8888888888889,34.60021175238239,Medium,0.9761904761904763
2025-08-01,24.0,34.2,27.2,82.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,213,35.90000000000003,3,48.40000000000003,7,48.4,13,10.200000000000005,21.012269938650302,0.0,70.4933586337761,50.836550836550835,23.922734026745918,55.0,25.0,36.116427754912436,Medium,0.9761904761904763
2025-08-02,23.9,34.6,28.2,76.0,50.0,laporan_iklim_harian-agustus-2025.xlsx,8,214,50.300000000000026,3,95.70000000000002,7,98.4,13,10.700000000000005,95.16871165644172,70.0,76.90937870993272,76.1516654854713,50.074019245003704,23.214285714285715,22.222222222222218,56.1275036797838,Medium,0.9761904761904763
2025-08-03,24.8,34.0,29.2,70.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,215,50.00000000000003,3,95.70000000000002,7,98.4,13,9.2,21.012269938650302,0.0,76.85001978630788,76.1516654854713,50.074019245003704,12.5,50.00000000000007,41.17515570458265,Medium,0.9761904761904763
2025-08-04,25.6,32.0,27.8,83.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,216,50.00000000000003,3,86.10000000000002,7,98.4,13,6.399999999999999,21.012269938650302,0.0,76.85001978630788,75.01771793054571,50.074019245003704,60.0,83.16326530612245,53.10455336726217,Medium,0.9761904761904763
2025-08-05,20.6,33.3,26.6,78.0,32.5,laporan_iklim_harian-agustus-2025.xlsx,8,217,32.50000000000003,3,118.40000000000003,7,130.9,13,12.699999999999996,90.1840490797546,52.5,67.26755218216319,78.83297897472242,62.102146558105105,31.25,11.111111111111143,50.96783860511818,Medium,0.9761904761904763
2025-08-06,21.8,34.9,28.9,72.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,218,32.50000000000003,3,82.80000000000004,7,130.9,13,13.099999999999998,21.012269938650302,0.0,67.26755218216319,72.97297297297298,62.102146558105105,16.071428571428573,8.888888888888907,34.35371865723672,Medium,0.9761904761904763
2025-08-07,23.4,33.0,28.5,76.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,219,32.50000000000003,3,82.50000000000003,7,130.9,14,9.6,21.012269938650302,0.0,67.26755218216319,72.77992277992277,62.102146558105105,23.214285714285715,40.0000000000001,40.06285636637443,Medium,1.0
2025-08-08,24.1,34.0,27.5,82.0,10.5,laporan_iklim_harian-agustus-2025.xlsx,8,220,10.500000000000028,3,93.00000000000004,7,141.4,14,9.9,74.5398773006135,27.333333333333332,42.27642276422765,75.83274273564848,65.98815692079941,55.0,32.50000000000009,46.38734498860609,Medium,1.0
2025-08-09,22.6,34.0,27.6,78.0,1.2,laporan_iklim_harian-agustus-2025.xlsx,8,221,11.700000000000028,3,44.20000000000003,7,139.9,14,11.4,52.99079754601227,4.8,44.71544715447155,47.67814251401121,65.43301258327165,31.25,18.33333333333335,31.27561206632316,Low,1.0
2025-08-10,23.0,32.7,25.9,87.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,222,11.700000000000028,3,44.20000000000003,7,139.9,14,9.700000000000005,21.012269938650302,0.0,44.71544715447155,47.67814251401121,65.43301258327165,77.08333333333333,37.49999999999998,39.825612066323146,Medium,1.0
2025-08-11,23.0,31.0,25.9,86.0,6.6,laporan_iklim_harian-agustus-2025.xlsx,8,223,7.800000000000028,3,50.800000000000026,7,136.89999999999998,14,8.0,69.24846625766872,22.133333333333333,36.788617886178876,52.38095238095238,64.32272390821612,75.0,75.0,49.680472158533576,Medium,1.0
2025-08-12,22.9,34.2,26.5,76.0,,laporan_iklim_harian-agustus-2025.xlsx,8,224,6.600000000000028,2,18.300000000000026,6,136.7,13,11.300000000000004,,,34.349593495934975,26.941553242594075,64.24870466321244,23.214285714285715,18.888888888888882,31.53533112316472,Low,0.6130952380952381
2025-08-13,22.0,34.8,26.0,85.0,8.2,laporan_iklim_harian-agustus-2025.xlsx,8,225,14.800000000000027,2,26.50000000000003,6,109.3,13,12.799999999999995,72.39263803680981,24.266666666666666,50.474383301707775,33.506805444355486,54.1080680977054,70.0,10.555555555555589,38.68170428676542,Medium,0.8174603174603176
2025-08-14,21.8,32.8,27.1,78.0,7.3,laporan_iklim_harian-agustus-2025.xlsx,8,226,15.500000000000028,2,33.800000000000026,6,116.3,13,10.999999999999996,70.85889570552148,23.066666666666666,51.138519924098674,39.35148118494796,56.698741672834934,31.25,20.555555555555596,35.337800329845436,Medium,0.8174603174603176
2025-08-15,22.3,31.3,25.9,82.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,227,15.500000000000028,3,23.30000000000003,6,116.3,13,9.0,21.012269938650302,0.0,51.138519924098674,30.94475580464372,56.698741672834934,55.0,54.166666666666714,36.91429152279979,Medium,0.9285714285714285
2025-08-16,23.5,33.2,26.7,81.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,228,7.300000000000028,3,22.10000000000003,6,66.30000000000001,13,9.700000000000005,21.012269938650302,0.0,35.77235772357725,29.983987189751804,33.254593175853024,50.0,37.49999999999998,28.10252894076352,Low,0.9285714285714285
2025-08-17,22.6,33.5,27.2,81.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,229,0.0,3,22.10000000000003,6,66.30000000000001,13,10.9,21.012269938650302,0.0,0.0,29.983987189751804,33.254593175853024,50.0,21.11111111111113,18.489724062714743,Low,0.9285714285714285
2025-08-18,22.5,32.9,28.0,77.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,230,0.0,3,15.500000000000028,6,66.30000000000001,13,10.4,21.012269938650302,0.0,0.0,24.409448818897644,33.254593175853024,25.0,23.88888888888891,14.320209973753286,Low,0.9285714285714285
2025-08-19,24.4,33.0,26.3,85.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,231,0.0,3,15.500000000000028,7,33.8,13,8.600000000000001,21.012269938650302,0.0,0.0,24.409448818897644,16.691431401684003,70.0,62.5,25.205560463003046,Low,0.9761904761904763
2025-08-20,22.2,32.5,27.3,76.0,1.8,laporan_iklim_harian-agustus-2025.xlsx,8,232,1.8000000000000285,3,9.100000000000028,7,35.6,13,10.3,56.901840490797554,7.2,22.500000000000217,14.330708661417344,17.582961862308075,23.214285714285715,24.444444444444464,17.35671200925298,Low,0.9761904761904763
2025-08-21,23.3,32.5,27.6,77.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,233,1.8000000000000285,3,1.8000000000000285,7,35.6,13,9.2,21.012269938650302,0.0,22.500000000000217,2.834645669291379,17.582961862308075,25.0,50.00000000000007,17.93349303662457,Low,0.9761904761904763
2025-08-22,22.4,35.2,28.2,74.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,234,1.8000000000000285,3,1.8000000000000285,7,25.1,13,12.800000000000004,21.012269938650302,0.0,22.500000000000217,2.834645669291379,12.38236750866766,19.642857142857142,10.55555555555554,10.693195506022418,Low,0.9761904761904763
2025-08-23,22.1,34.0,27.0,75.0,18.0,laporan_iklim_harian-agustus-2025.xlsx,8,235,18.00000000000003,3,19.80000000000003,7,41.900000000000006,13,11.9,82.74539877300614,37.33333333333333,53.51043643263757,28.14251401120897,20.703318474492328,21.42857142857143,15.555555555555568,31.874748616610475,Low,0.9761904761904763
2025-08-24,22.3,29.8,25.9,80.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,236,18.00000000000003,3,19.80000000000003,7,41.900000000000006,13,7.5,21.012269938650302,0.0,53.51043643263757,28.14251401120897,20.703318474492328,43.75,77.55102040816327,35.18894929688258,Medium,0.9761904761904763
2025-08-25,23.0,34.9,26.3,84.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,237,18.00000000000003,3,19.80000000000003,7,35.3,13,11.9,21.012269938650302,0.0,53.51043643263757,28.14251401120897,17.434373452204063,65.0,15.555555555555568,28.750235066762603,Low,0.9761904761904763
2025-08-26,22.2,36.0,28.0,75.0,24.5,laporan_iklim_harian-agustus-2025.xlsx,8,238,24.50000000000003,3,44.300000000000026,7,59.8,14,13.8,86.96319018404908,44.5,59.67741935483871,47.758206565252195,29.84251968503937,21.42857142857143,4.9999999999999964,37.172752538545225,Medium,1.0
2025-08-27,25.3,35.8,29.1,74.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,239,24.50000000000003,3,42.50000000000003,7,51.6,14,10.499999999999996,21.012269938650302,0.0,59.67741935483871,46.31705364291433,25.538057742782154,19.642857142857142,23.33333333333338,27.883276263111682,Low,1.0
2025-08-28,24.0,31.9,27.4,79.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,240,24.50000000000003,3,42.50000000000003,7,44.3,14,7.899999999999999,21.012269938650302,0.0,59.67741935483871,46.31705364291433,21.89202575532442,37.5,75.51020408163265,38.02377510518223,Medium,1.0
2025-08-29,23.8,34.9,27.7,77.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,241,0.0,3,42.50000000000003,7,44.3,14,11.099999999999998,21.012269938650302,0.0,0.0,46.31705364291433,21.89202575532442,25.0,20.000000000000032,15.886760621969596,Low,1.0
2025-08-30,22.8,35.0,26.9,81.0,12.5,laporan_iklim_harian-agustus-2025.xlsx,8,242,12.500000000000028,3,37.00000000000003,7,56.8,14,12.2,76.99386503067484,30.0,46.34146341463415,41.91353082465973,28.26771653543307,50.0,13.888888888888905,35.46542729350244,Medium,1.0
2025-08-31,23.0,34.5,28.6,71.0,0.0,laporan_iklim_harian-agustus-2025.xlsx,8,243,12.500000000000028,3,37.00000000000003,7,56.8,14,11.5,21.012269938650302,0.0,46.34146341463415,41.91353082465973,28.26771653543307,14.285714285714286,17.777777777777793,23.191617769692908,Low,1.0
2025-09-01,23.4,32.0,25.9,88.0,13.6,laporan_iklim_harian-september-2025.xlsx,9,244,26.10000000000003,3,50.60000000000003,7,70.4,14,8.600000000000001,78.22085889570552,31.466666666666665,61.195445920303605,52.252252252252255,35.406824146981634,79.16666666666667,62.5,52.73427610326339,Medium,1.0
2025-09-02,22.5,28.0,24.9,90.0,35.8,laporan_iklim_harian-september-2025.xlsx,9,245,49.40000000000003,3,61.90000000000003,7,106.2,14,5.5,91.18098159509202,55.8,76.73130193905817,59.52380952380952,52.960769800148036,83.33333333333333,87.75510204081633,69.18417410252032,High,1.0
2025-09-03,22.9,32.4,27.8,81.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,246,49.40000000000003,3,61.90000000000003,7,104.4,14,9.5,21.012269938650302,0.0,76.73130193905817,59.52380952380952,52.29459659511473,50.0,42.500000000000085,43.37929147589455,Medium,1.0
2025-09-04,21.4,32.0,26.5,83.0,22.8,laporan_iklim_harian-september-2025.xlsx,9,247,58.60000000000002,3,84.70000000000003,7,127.2,14,10.6,85.42944785276073,42.8,78.55164226355362,74.19562419562419,60.73279052553664,60.0,22.777777777777803,56.02961780127469,Medium,1.0
2025-09-05,22.2,32.1,26.2,82.0,1.5,laporan_iklim_harian-september-2025.xlsx,9,248,24.30000000000003,3,86.20000000000003,7,128.7,14,9.900000000000002,55.52147239263804,6.0,59.487666034155595,75.02952988424285,61.28793486306439,55.0,32.50000000000004,43.905756175773995,Medium,1.0
2025-09-06,22.4,34.6,27.8,74.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,249,24.30000000000003,3,73.70000000000003,7,110.7,14,12.200000000000005,21.012269938650302,0.0,59.487666034155595,67.11711711711712,54.62620281273131,19.642857142857142,13.888888888888875,32.457482960433715,Low,1.0
2025-09-07,21.9,30.8,26.1,86.0,16.4,laporan_iklim_harian-september-2025.xlsx,9,250,17.900000000000027,3,90.10000000000002,7,127.1,14,8.900000000000002,81.28834355828221,35.199999999999996,53.415559772296014,75.49019607843137,60.69578090303479,75.0,56.25,56.56371945652739,Medium,1.0
2025-09-08,23.3,34.5,28.4,77.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,251,16.400000000000027,3,76.50000000000003,7,127.1,14,11.2,21.012269938650302,0.0,51.992409867172675,68.91891891891892,60.69578090303479,25.0,19.444444444444468,33.472564568242525,Medium,1.0
2025-09-09,23.6,31.0,26.2,84.0,,laporan_iklim_harian-september-2025.xlsx,9,252,16.400000000000027,2,40.70000000000002,6,102.6,13,7.399999999999999,,,51.992409867172675,44.87590072057645,51.628423390081416,65.0,78.06122448979593,58.33585745866471,Medium,0.6130952380952381
2025-09-10,23.2,33.5,28.2,78.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,253,0.0,2,40.70000000000003,6,102.6,13,10.3,21.012269938650302,0.0,0.0,44.87590072057647,51.628423390081416,31.25,24.444444444444464,20.24839411376128,Low,0.8174603174603176
2025-09-11,22.0,30.0,25.4,88.0,84.0,laporan_iklim_harian-september-2025.xlsx,9,254,84.00000000000003,2,101.90000000000003,6,186.6,13,8.0,99.23312883435584,83.6,83.57736446379106,76.88400661469407,77.13758458068484,79.16666666666667,75.0,79.9868323430308,High,0.8174603174603176
2025-09-12,20.2,30.0,25.6,80.0,18.6,laporan_iklim_harian-september-2025.xlsx,9,255,102.60000000000002,3,119.00000000000004,6,205.2,13,9.8,83.28220858895705,38.13333333333333,87.25761772853186,78.90385069690527,79.04449456633176,43.75,35.00000000000008,58.537383940208684,Medium,0.9285714285714285
2025-09-13,21.8,29.3,26.2,88.0,1.6,laporan_iklim_harian-september-2025.xlsx,9,256,104.20000000000005,3,120.60000000000004,6,194.3,13,7.5,56.28834355828221,6.4,87.57419865453107,79.09284195605953,77.92700430592578,79.16666666666667,77.55102040816327,62.27911951613221,Medium,0.9285714285714285
2025-09-14,24.0,34.4,28.5,77.0,0.6,laporan_iklim_harian-september-2025.xlsx,9,257,20.80000000000003,3,104.80000000000004,6,194.9,13,10.4,49.15644171779141,2.4,56.16698292220114,77.22655327191117,77.98851753126922,25.0,23.88888888888891,38.549564661687164,Medium,0.9285714285714285
2025-09-15,23.1,32.2,27.0,81.0,2.2,laporan_iklim_harian-september-2025.xlsx,9,258,4.400000000000029,3,107.00000000000004,6,183.5,13,9.1,59.43251533742331,8.8,29.87804878048783,77.4864162532483,76.8197662497437,50.0,52.0833333333334,42.79304881905919,Medium,0.9285714285714285
2025-09-16,22.1,33.7,26.6,82.0,18.5,laporan_iklim_harian-september-2025.xlsx,9,259,21.30000000000003,3,125.50000000000004,7,166.2,13,11.6,83.12883435582822,38.0,56.64136622390892,79.67162768721947,75.04613491900759,55.0,17.22222222222224,51.1169642230988,Medium,0.9761904761904763
2025-09-17,23.0,29.8,26.3,85.0,2.7,laporan_iklim_harian-september-2025.xlsx,9,260,23.400000000000027,3,128.20000000000002,7,168.89999999999998,13,6.800000000000001,61.579754601227,10.8,58.63377609108159,79.99055043704229,75.32294443305311,70.0,81.12244897959184,56.625999574016745,Medium,0.9761904761904763
2025-09-18,22.8,33.6,28.3,80.0,,laporan_iklim_harian-september-2025.xlsx,9,261,21.200000000000028,2,44.20000000000002,6,146.1,12,10.8,,,56.54648956356736,47.6781425140112,67.72760917838637,43.75,21.666666666666686,46.72837361020506,Medium,0.5952380952380952
2025-09-19,23.3,32.6,27.4,77.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,262,2.7000000000000286,2,25.600000000000023,6,144.6,12,9.3,21.012269938650302,0.0,26.422764227642308,32.78622898318655,67.17246484085862,25.0,47.50000000000006,27.794733677092314,Low,0.7936507936507936
2025-09-20,23.8,34.5,27.1,87.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,263,0.0,2,24.000000000000025,6,144.6,12,10.7,21.012269938650302,0.0,0.0,31.505204163330664,67.17246484085862,77.08333333333333,22.22222222222225,26.338860441918797,Low,0.7936507936507936
2025-09-21,22.9,34.3,27.5,81.0,2.1,laporan_iklim_harian-september-2025.xlsx,9,264,2.1000000000000285,3,25.50000000000003,6,130.3,12,11.4,58.66564417177914,8.4,25.203252032520357,32.70616493194556,61.880088823094006,50.0,18.33333333333335,28.48458402860531,Low,0.9047619047619048
2025-09-22,24.6,34.7,27.6,82.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,265,2.1000000000000285,3,23.300000000000026,6,130.3,12,10.1,21.012269938650302,0.0,25.203252032520357,30.944755804643716,61.880088823094006,55.0,27.500000000000117,28.245372659510046,Low,0.9047619047619048
2025-09-23,22.6,33.8,28.1,78.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,266,2.1000000000000285,3,4.800000000000026,6,130.3,13,11.199999999999996,21.012269938650302,0.0,25.203252032520357,7.5590551181102645,61.880088823094006,31.25,19.444444444444485,19.966684223196683,Low,0.9285714285714285
2025-09-24,23.7,33.4,27.3,76.0,0.0,laporan_iklim_harian-september-2025.xlsx,9,267,0.0,3,2.100000000000025,6,130.3,13,9.7,21.012269938650302,0.0,0.0,3.3070866141732624,61.880088823094006,23.214285714285715,37.500000000000114,15.791214731578265,Low,0.9285714285714285
2025-09-25,23.0,34.0,26.8,84.0,3.8,laporan_iklim_harian-september-2025.xlsx,9,268,3.800000000000028,3,5.900000000000025,7,50.1,13,11.0,65.49079754601227,15.2,28.65853658536588,9.29133858267719,24.76473501733532,65.0,20.555555555555575,26.23521493954162,Low,0.9761904761904763
2025-09-26,23.6,34.0,28.1,78.0,1.4,laporan_iklim_harian-september-2025.xlsx,9,269,5.200000000000028,3,7.300000000000025,7,32.9,13,10.4,54.44785276073619,5.6,31.504065040650428,11.496062992126005,16.24566617137197,31.25,23.88888888888891,19.320622407419517,Low,0.9761904761904763
